UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Power [W],Temp_diff [K],Wear_torque,wear_ratio
2240,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,1,7230.899091012508,9.400000000000034,9650.0,0.965
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,1,6820.17773945769,9.300000000000011,8716.5,0.975
2242,L49421,L,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,1,5178.171979181424,9.199999999999989,5693.299999999999,0.985
2243,L49422,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,1,5062.467121749712,9.199999999999989,5771.0,0.995
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,1,5369.505443760555,9.199999999999989,7035.0,1.005
2245,M17104,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,2,6055.419839794326,9.099999999999966,7612.5,0.9227272727272727
2246,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,2,6369.830432565592,9.099999999999966,0.0,0.0
2247,L49426,L,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,1,6978.985248096653,9.099999999999966,142.2,0.015
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,2,7090.155740131684,9.199999999999989,242.5,0.022727272727272728
2249,M17108,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,2,8275.206376967802,9.199999999999989,484.8,0.03636363636363636
2250,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,1,7021.773740038547,9.300000000000011,511.5,0.055
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,2,7119.393495761093,9.199999999999989,633.1,0.05909090909090909
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,0,6471.8484180031655,9.199999999999989,694.4,0.06666666666666667
2253,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,0,6503.390008245206,9.199999999999989,898.8,0.0875
2254,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,1,7852.159510235401,9.199999999999989,1406.6000000000001,0.13
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,1,6507.547382523457,9.199999999999989,1313.2,0.14
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,1,5501.797910403222,9.199999999999989,1011.0000000000001,0.15
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,1,5940.845955717907,9.199999999999989,1219.2,0.16
2258,L49437,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,1,4992.8703724971865,9.199999999999989,856.8,0.17
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,1,8328.959027270723,9.099999999999966,2170.7999999999997,0.18
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,1,7837.362608836993,9.199999999999989,1987.3999999999999,0.19
2261,H31674,H,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,0,5813.674285100592,9.199999999999989,1460.0,0.16666666666666666
2262,M17121,M,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,2,6792.332756571373,9.099999999999966,2034.0000000000002,0.20454545454545456
2263,L49442,L,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,1,6806.700306973788,9.199999999999989,2035.1999999999998,0.24
2264,M17123,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,2,6885.009739852271,9.199999999999989,2150.0,0.22727272727272727
2265,M17124,M,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,2,6445.762727002858,9.199999999999989,2305.5,0.2409090909090909
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,2,7130.996444628352,9.199999999999989,2867.2000000000003,0.2545454545454545
2267,L49446,L,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,1,8763.84969830716,9.300000000000011,3575.4,0.295
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,1,7517.621780530136,9.300000000000011,3196.4,0.305
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,1,7017.354566372497,9.300000000000011,2935.8,0.315
2270,L49449,L,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,1,6632.404746552627,9.300000000000011,3133.0,0.325
2271,L49450,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,1,7238.198057944347,9.300000000000011,3222.7000000000003,0.335
2272,L49451,L,299.2,308.5,1821,26.1,69,0,0,0,0,0,0,1,4977.130993302702,9.300000000000011,1800.9,0.345
2273,M17132,M,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,2,7900.142102031229,9.300000000000011,3699.1,0.32272727272727275
2274,L49453,L,299.3,308.5,1589,32.7,74,0,0,0,0,0,0,1,5441.269891944058,9.199999999999989,2419.8,0.37
2275,L49454,L,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,1,5364.164736249453,9.300000000000011,2561.2000000000003,0.38
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,1,6218.782657780996,9.300000000000011,2886.0,0.39
2277,L49456,L,299.3,308.7,1393,54.2,80,0,0,0,0,0,0,1,7906.404343387385,9.399999999999977,4336.0,0.4
2278,H31691,H,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,0,6546.576435256555,9.399999999999977,3640.7999999999997,0.3416666666666667
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,2,5439.185968817177,9.399999999999977,3097.2000000000003,0.39545454545454545
2280,L49459,L,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,1,6228.207435741764,9.300000000000011,3510.0,0.45
2281,L49460,L,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,1,8296.946198130643,9.400000000000034,5244.0,0.46
2282,L49461,L,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,1,6257.047256301719,9.399999999999977,3656.6,0.47
2283,L49462,L,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,1,7272.619441452181,9.300000000000011,4569.6,0.48
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,1,7422.085947934469,9.300000000000011,5007.8,0.49
2285,L49464,L,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,1,7705.8241244311885,9.300000000000011,5340.0,0.5
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,1,8199.839569208183,9.300000000000011,5783.400000000001,0.51
2287,M17146,M,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,2,8166.517743129108,9.300000000000011,6292.0,0.4727272727272727
2288,L49467,L,299.4,308.6,1746,26.8,107,0,0,0,0,0,0,1,4900.130557363216,9.200000000000045,2867.6,0.535
2289,M17148,M,299.4,308.6,1541,39.1,109,0,0,0,0,0,0,2,6309.689877200373,9.200000000000045,4261.900000000001,0.4954545454545455
2290,L49469,L,299.4,308.7,1504,37.8,112,0,0,0,0,0,0,1,5953.443742258801,9.300000000000011,4233.599999999999,0.56
2291,M17150,M,299.5,308.7,1321,51.9,114,0,0,0,0,0,0,2,7179.575939028361,9.199999999999989,5916.599999999999,0.5181818181818182
2292,M17151,M,299.5,308.8,1886,20.9,117,0,0,0,0,0,0,2,4127.780475453676,9.300000000000011,2445.2999999999997,0.5318181818181819
2293,L49472,L,299.6,308.9,1422,53.2,120,0,0,0,0,0,0,1,7922.09136270431,9.299999999999955,6384.0,0.6
2294,L49473,L,299.5,308.9,1520,38.3,122,0,0,0,0,0,0,1,6096.365264046112,9.399999999999977,4672.599999999999,0.61
2295,L49474,L,299.4,308.8,1627,32.6,124,0,0,0,0,0,0,1,5554.356755497779,9.400000000000034,4042.4,0.62
2296,L49475,L,299.4,308.7,1512,37.2,126,0,0,0,0,0,0,1,5890.109234362431,9.300000000000011,4687.200000000001,0.63
2297,L49476,L,299.4,308.7,1553,42.7,128,0,0,0,0,0,0,1,6944.291593225511,9.300000000000011,5465.6,0.64
2298,L49477,L,299.3,308.7,1802,26.0,130,0,0,0,0,0,0,1,4906.329966866299,9.399999999999977,3380.0,0.65
2299,L49478,L,299.3,308.6,1482,37.6,132,0,0,0,0,0,0,1,5835.319858483826,9.300000000000011,4963.2,0.66
2300,L49479,L,299.4,308.7,1446,62.9,134,1,0,0,1,0,0,1,9524.617775300461,9.300000000000011,8428.6,0.67
2301,L49480,L,299.3,308.6,1371,50.5,136,0,0,0,0,0,0,1,7250.324605587204,9.300000000000011,6868.0,0.68
2302,M17161,M,299.2,308.6,1586,35.7,138,0,0,0,0,0,0,2,5929.25347882616,9.400000000000034,4926.6,0.6272727272727273
2303,L49482,L,299.2,308.5,1515,39.8,141,0,0,0,0,0,0,1,6314.287074450124,9.300000000000011,5611.799999999999,0.705
2304,L49483,L,299.2,308.5,1374,53.6,143,0,0,0,0,0,0,1,7712.232973444512,9.300000000000011,7664.8,0.715
2305,L49484,L,299.1,308.5,1455,39.8,145,0,0,0,0,0,0,1,6064.2162992243775,9.399999999999977,5771.0,0.725
2306,H31719,H,299.2,308.5,1342,47.5,147,0,0,0,0,0,0,0,6675.360790102713,9.300000000000011,6982.5,0.6125
2307,L49486,L,299.1,308.6,1260,57.8,152,0,0,0,0,0,0,1,7626.530325854581,9.5,8785.6,0.76
2308,H31721,H,299.0,308.5,1623,33.5,154,0,0,0,0,0,0,0,5693.665445733462,9.5,5159.0,0.6416666666666667
2309,L49488,L,299.1,308.5,1371,55.5,159,0,0,0,0,0,0,1,7968.178526932472,9.399999999999977,8824.5,0.795
2310,L49489,L,299.1,308.6,1611,31.4,161,0,0,0,0,0,0,1,5297.290700630037,9.5,5055.4,0.805
2311,M17170,M,299.0,308.4,1535,47.5,163,0,0,0,0,0,0,2,7635.379145162193,9.399999999999977,7742.5,0.740909090909091
2312,M17171,M,299.1,308.6,1491,38.5,166,0,0,0,0,0,0,2,6011.280463011389,9.5,6391.0,0.7545454545454545
2313,M17172,M,299.1,308.6,1441,36.2,169,0,0,0,0,0,0,2,5462.622250012956,9.5,6117.8,0.7681818181818182
2314,M17173,M,299.1,308.8,1725,26.6,172,0,0,0,0,0,0,2,4805.065963665589,9.699999999999989,4575.2,0.7818181818181819
2315,L49494,L,299.2,308.9,1368,47.2,175,0,0,0,0,0,0,1,6761.712700174384,9.699999999999989,8260.0,0.875
2316,L49495,L,299.2,308.9,1526,37.9,177,0,0,0,0,0,0,1,6056.508925247571,9.699999999999989,6708.3,0.885
2317,L49496,L,299.2,308.8,1542,39.2,179,0,0,0,0,0,0,1,6329.932205865002,9.600000000000023,7016.8,0.895
2318,L49497,L,299.2,308.8,1605,31.1,181,0,0,0,0,0,0,1,5227.1389366753765,9.600000000000023,5629.1,0.905
2319,L49498,L,299.2,308.8,1405,51.4,183,0,0,0,0,0,0,1,7562.54655547647,9.600000000000023,9406.199999999999,0.915
2320,M17179,M,299.2,308.8,1700,33.5,185,0,0,0,0,0,0,2,5963.790054064624,9.600000000000023,6197.5,0.8409090909090909
2321,H31734,H,299.2,308.8,1440,39.1,188,0,0,0,0,0,0,0,5896.141092257324,9.600000000000023,7350.8,0.7833333333333333
2322,M17181,M,299.2,308.8,1314,52.5,193,0,0,0,0,0,0,2,7224.09230692973,9.600000000000023,10132.5,0.8772727272727273
2323,L49502,L,299.2,308.7,1514,41.9,196,0,0,0,0,0,0,1,6643.065217623809,9.5,8212.4,0.98
2324,M17183,M,299.2,308.7,1401,47.0,198,0,0,0,0,0,0,2,6895.481715364237,9.5,9306.0,0.9
2325,L49504,L,299.3,308.8,1636,29.9,201,0,0,0,0,0,0,1,5122.513429335324,9.5,6009.9,1.005
2326,L49505,L,299.3,308.8,1603,33.9,203,0,0,0,0,0,0,1,5690.649516786015,9.5,6881.7,1.015
2327,M17186,M,299.4,308.7,1487,52.6,205,0,0,0,0,0,0,2,8190.781310390332,9.300000000000011,10783.0,0.9318181818181818
2328,M17187,M,299.3,308.7,1420,50.3,208,0,0,0,0,0,0,2,7479.713229176819,9.399999999999977,10462.4,0.9454545454545454
2329,L49508,L,299.3,308.7,1579,36.3,211,0,0,0,0,0,0,1,6002.295508022123,9.399999999999977,7659.299999999999,1.055
2330,L49509,L,299.3,308.7,1484,40.5,213,0,0,0,0,0,0,1,6293.866722201792,9.399999999999977,8626.5,1.065
2331,M17190,M,299.3,308.7,1390,49.3,215,0,0,0,0,0,0,2,7176.130659084925,9.399999999999977,10599.5,0.9772727272727273
2332,L49511,L,299.3,308.6,1384,53.6,218,1,0,0,0,1,0,1,7768.36276218865,9.300000000000011,11684.800000000001,1.09
2333,L49512,L,299.2,308.5,1378,50.4,220,1,0,0,0,1,0,1,7272.912656766514,9.300000000000011,11088.0,1.1
2334,L49513,L,299.2,308.5,1445,45.2,222,0,0,0,0,0,0,1,6839.666085885459,9.300000000000011,10034.400000000001,1.11
2335,L49514,L,299.2,308.4,1445,43.5,224,0,0,0,0,0,0,1,6582.422007434014,9.199999999999989,9744.0,1.12
2336,L49515,L,299.2,308.4,1509,39.4,0,0,0,0,0,0,0,1,6226.071152737323,9.199999999999989,0.0,0.0
2337,L49516,L,299.2,308.4,1434,46.8,2,0,0,0,0,0,0,1,7027.86842978651,9.199999999999989,93.6,0.01
2338,L49517,L,299.2,308.4,1877,23.9,4,0,0,0,0,0,0,1,4697.759630594473,9.199999999999989,95.6,0.02
2339,L49518,L,299.3,308.3,1651,28.0,6,0,0,0,0,0,0,1,4840.984839671632,9.0,168.0,0.03
2340,L49519,L,299.2,308.2,1466,41.3,8,0,0,0,0,0,0,1,6340.341349523896,9.0,330.4,0.04
2341,L49520,L,299.1,308.1,1479,40.7,10,0,0,0,0,0,0,1,6303.637075354456,9.0,407.0,0.05
2342,L49521,L,299.1,308.2,1409,46.4,12,0,0,0,0,0,0,1,6846.326262311069,9.099999999999966,556.8,0.06
2343,M17202,M,299.2,308.2,1674,28.2,14,0,0,0,0,0,0,2,4943.484535982755,9.0,394.8,0.06363636363636363
2344,L49523,L,299.1,308.3,1305,61.4,17,0,0,0,0,0,0,1,8390.879818472979,9.199999999999989,1043.8,0.085
2345,M17204,M,299.2,308.3,1755,26.4,19,0,0,0,0,0,0,2,4851.875694204076,9.100000000000023,501.59999999999997,0.08636363636363636
2346,L49525,L,299.2,308.4,1475,38.7,22,0,0,0,0,0,0,1,5977.6654216179795,9.199999999999989,851.4000000000001,0.11
2347,L49526,L,299.2,308.4,1402,47.7,24,0,0,0,0,0,0,1,7003.175511529295,9.199999999999989,1144.8000000000002,0.12
2348,L49527,L,299.2,308.3,1410,43.0,26,0,0,0,0,0,0,1,6349.158752904972,9.100000000000023,1118.0,0.13
2349,L49528,L,299.2,308.4,1436,41.8,28,0,0,0,0,0,0,1,6285.782357106554,9.199999999999989,1170.3999999999999,0.14
2350,M17209,M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0,2,6124.974701144804,9.199999999999989,1266.0,0.13636363636363635
2351,L49530,L,299.3,308.6,1744,26.4,33,0,0,0,0,0,0,1,4821.465077317328,9.300000000000011,871.1999999999999,0.165
2352,L49531,L,299.2,308.4,1393,48.4,35,0,0,0,0,0,0,1,7060.331553873605,9.199999999999989,1694.0,0.175
2353,M17212,M,299.3,308.5,1422,45.4,37,0,0,0,0,0,0,2,6760.58172681909,9.199999999999989,1679.8,0.16818181818181818
2354,L49533,L,299.2,308.4,1841,22.8,40,0,0,0,0,0,0,1,4395.590777196695,9.199999999999989,912.0,0.2
2355,L49534,L,299.3,308.6,1433,37.7,42,0,0,0,0,0,0,1,5657.390522560012,9.300000000000011,1583.4,0.21
2356,M17215,M,299.3,308.5,1305,60.6,44,0,0,0,0,0,0,2,8281.552394128053,9.199999999999989,2666.4,0.2
2357,H31770,H,299.3,308.6,1498,39.5,47,0,0,0,0,0,0,0,6196.3726301853885,9.300000000000011,1856.5,0.19583333333333333
2358,L49537,L,299.3,308.5,1772,26.1,52,0,0,0,0,0,0,1,4843.204898480169,9.199999999999989,1357.2,0.26
2359,M17218,M,299.2,308.4,1381,42.5,54,0,0,0,0,0,0,2,6146.264227360632,9.199999999999989,2295.0,0.24545454545454545
2360,L49539,L,299.3,308.5,1413,38.5,57,0,0,0,0,0,0,1,5696.807038387052,9.199999999999989,2194.5,0.285
2361,H31774,H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0,0,7732.67426964387,9.199999999999989,3138.8,0.24583333333333332
2362,M17221,M,299.2,308.6,1631,35.4,64,0,0,0,0,0,0,2,6046.246389245844,9.400000000000034,2265.6,0.2909090909090909
2363,H31776,H,299.3,308.6,1520,41.4,67,0,0,0,0,0,0,0,6589.80475016995,9.300000000000011,2773.7999999999997,0.2791666666666667
2364,L49543,L,299.3,308.5,1510,45.4,72,0,0,0,0,0,0,1,7178.958092473156,9.199999999999989,3268.7999999999997,0.36
2365,L49544,L,299.2,308.5,1366,49.7,74,0,0,0,0,0,0,1,7109.4451190247255,9.300000000000011,3677.8,0.37
2366,L49545,L,299.4,308.5,1845,22.9,76,0,0,0,0,0,0,1,4424.4620136831845,9.100000000000023,1740.3999999999999,0.38
2367,L49546,L,299.3,308.5,1485,44.7,78,0,0,0,0,0,0,1,6951.244984965456,9.199999999999989,3486.6000000000004,0.39
2368,M17227,M,299.3,308.5,1496,39.4,80,0,0,0,0,0,0,2,6172.4336941650345,9.199999999999989,3152.0,0.36363636363636365
2369,M17228,M,299.3,308.4,1468,42.2,83,0,0,0,0,0,0,2,6487.346941760875,9.099999999999966,3502.6000000000004,0.37727272727272726
2370,M17229,M,299.2,308.4,1856,22.7,86,0,0,0,0,0,0,2,4411.968946897409,9.199999999999989,1952.2,0.39090909090909093
2371,L49550,L,299.2,308.4,1620,34.1,89,0,0,0,0,0,0,1,5784.928712320246,9.199999999999989,3034.9,0.445
2372,L49551,L,299.3,308.5,1409,44.8,91,0,0,0,0,0,0,1,6610.246046369308,9.199999999999989,4076.7999999999997,0.455
2373,M17232,M,299.3,308.5,1404,49.4,93,0,0,0,0,0,0,2,7263.110887687314,9.199999999999989,4594.2,0.42272727272727273
2374,L49553,L,299.2,308.4,1350,51.3,96,0,0,0,0,0,0,1,7252.366640812037,9.199999999999989,4924.799999999999,0.48
2375,M17234,M,299.2,308.4,1538,38.0,98,0,0,0,0,0,0,2,6120.241368213396,9.199999999999989,3724.0,0.44545454545454544
2376,M17235,M,299.2,308.4,1476,32.7,101,0,0,0,0,0,0,2,5054.3199248014025,9.199999999999989,3302.7000000000003,0.4590909090909091
2377,M17236,M,299.2,308.3,1364,51.8,104,0,0,0,0,0,0,2,7398.9952419305855,9.100000000000023,5387.2,0.4727272727272727
2378,M17237,M,299.2,308.3,1582,45.5,107,0,0,0,0,0,0,2,7537.832693268229,9.100000000000023,4868.5,0.4863636363636364
2379,L49558,L,299.1,308.2,1348,56.1,110,0,0,0,0,0,0,1,7919.2010974630075,9.099999999999966,6171.0,0.55
2380,H31793,H,299.1,308.2,1450,46.1,112,0,0,0,0,0,0,0,6999.992030973658,9.099999999999966,5163.2,0.4666666666666667
2381,L49560,L,299.0,308.1,1242,60.9,117,0,0,0,0,0,0,1,7920.771893789803,9.100000000000023,7125.3,0.585
2382,L49561,L,299.1,308.2,1493,34.9,119,0,0,0,0,0,0,1,5456.496144338455,9.099999999999966,4153.099999999999,0.595
2383,L49562,L,299.1,308.3,1601,31.4,121,0,0,0,0,0,0,1,5264.408697522464,9.199999999999989,3799.3999999999996,0.605
2384,L49563,L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,1,5467.879181719963,9.099999999999966,4095.8999999999996,0.615
2385,M17244,M,299.1,308.3,1506,38.0,125,0,0,0,0,0,0,2,5992.9021459878895,9.199999999999989,4750.0,0.5681818181818182
2386,L49565,L,299.1,308.3,1524,34.1,128,0,0,0,0,0,0,1,5442.118121960527,9.199999999999989,4364.8,0.64
2387,L49566,L,299.1,308.4,1543,37.9,130,0,0,0,0,0,0,1,6123.979863471167,9.299999999999955,4927.0,0.65
2388,M17247,M,299.2,308.5,1474,47.2,132,0,0,0,0,0,0,2,7285.646578989065,9.300000000000011,6230.400000000001,0.6
2389,M17248,M,299.2,308.5,1526,37.3,135,0,0,0,0,0,0,2,5960.6275174600105,9.300000000000011,5035.5,0.6136363636363636
2390,L49569,L,299.2,308.5,1867,27.0,138,0,0,0,0,0,0,1,5278.818135826929,9.300000000000011,3726.0,0.69
2391,L49570,L,299.2,308.5,1487,41.2,140,0,0,0,0,0,0,1,6415.592965552884,9.300000000000011,5768.0,0.7
2392,L49571,L,299.2,308.4,1580,32.6,142,0,0,0,0,0,0,1,5393.905146703435,9.199999999999989,4629.2,0.71
2393,L49572,L,299.2,308.5,1340,50.0,144,0,0,0,0,0,0,1,7016.223593017205,9.300000000000011,7200.0,0.72
2394,L49573,L,299.2,308.5,1544,41.6,146,0,0,0,0,0,0,1,6726.191759237796,9.300000000000011,6073.6,0.73
2395,L49574,L,299.2,308.5,1488,40.3,148,0,0,0,0,0,0,1,6279.666723407566,9.300000000000011,5964.4,0.74
2396,M17255,M,299.2,308.5,1742,28.9,150,0,0,0,0,0,0,2,5271.990407793127,9.300000000000011,4335.0,0.6818181818181818
2397,M17256,M,299.1,308.5,1592,34.2,153,0,0,0,0,0,0,2,5701.613675147044,9.399999999999977,5232.6,0.6954545454545454
2398,L49577,L,299.2,308.6,1582,38.8,156,0,0,0,0,0,0,1,6427.866120852908,9.400000000000034,6052.799999999999,0.78
2399,L49578,L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0,1,6740.601197542261,9.300000000000011,6825.6,0.79
2400,M17259,M,299.2,308.5,1594,35.8,160,0,0,0,0,0,0,2,5975.853769854409,9.300000000000011,5728.0,0.7272727272727273
2401,H31814,H,299.2,308.6,1462,55.0,163,0,0,0,0,0,0,0,8420.515509171842,9.400000000000034,8965.0,0.6791666666666667
2402,M17261,M,299.2,308.6,1367,47.6,168,0,0,0,0,0,0,2,6814.030689832166,9.400000000000034,7996.8,0.7636363636363637
2403,L49582,L,299.2,308.7,1325,51.0,171,0,0,0,0,0,0,1,7076.437452211009,9.5,8721.0,0.855
2404,H31817,H,299.2,308.7,1448,51.4,173,0,0,0,0,0,0,0,7793.998158241941,9.5,8892.199999999999,0.7208333333333333
2405,M17264,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,2,4268.62854608962,9.599999999999966,3613.4,0.8090909090909091
2406,L49585,L,299.1,308.7,1498,38.9,181,0,0,0,0,0,0,1,6102.250514283837,9.599999999999966,7040.9,0.905
2407,L49586,L,299.1,308.6,1437,41.6,183,0,0,0,0,0,0,1,6260.063185249166,9.5,7612.8,0.915
2408,M17267,M,299.1,308.6,1499,45.1,185,0,0,0,0,0,0,2,7079.568572889088,9.5,8343.5,0.8409090909090909
2409,L49588,L,299.0,308.4,1356,52.6,188,0,0,0,0,0,0,1,7469.199365762805,9.399999999999977,9888.800000000001,0.94
2410,L49589,L,299.1,308.5,1539,46.8,190,0,0,0,0,0,0,1,7542.461306444518,9.399999999999977,8892.0,0.95
2411,L49590,L,299.1,308.5,1689,32.1,192,0,0,0,0,0,0,1,5677.580491347082,9.399999999999977,6163.200000000001,0.96
2412,L49591,L,299.0,308.5,1559,38.1,194,0,0,0,0,0,0,1,6220.1335426220385,9.5,7391.400000000001,0.97
2413,L49592,L,299.1,308.6,1408,46.7,196,0,0,0,0,0,0,1,6885.700890236062,9.5,9153.2,0.98
2414,L49593,L,299.0,308.5,1886,23.0,198,0,0,0,0,0,0,1,4542.533537580602,9.5,4554.0,0.99
2415,L49594,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,1,6430.944881653426,9.399999999999977,0.0,0.0
2416,M17275,M,299.1,308.5,1587,35.6,2,0,0,0,0,0,0,2,5916.372948946443,9.399999999999977,71.2,0.00909090909090909
2417,L49596,L,299.0,308.4,1571,38.6,5,0,0,0,0,0,0,1,6350.268782309241,9.399999999999977,193.0,0.025
2418,L49597,L,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,1,6040.403026910168,9.400000000000034,256.2,0.035
2419,L49598,L,298.9,308.3,1660,34.4,9,0,0,0,0,0,0,1,5979.916896353052,9.400000000000034,309.59999999999997,0.045
2420,M17279,M,298.9,308.2,1328,49.2,11,0,0,0,0,0,0,2,6842.137472106283,9.300000000000011,541.2,0.05
2421,H31834,H,298.8,308.2,1450,44.7,14,0,0,0,0,0,0,0,6787.410928080749,9.399999999999977,625.8000000000001,0.058333333333333334
2422,L49601,L,298.9,308.2,2384,15.0,19,0,0,0,0,0,0,1,3744.7784430790334,9.300000000000011,285.0,0.095
2423,L49602,L,298.8,308.2,1443,53.4,21,0,0,0,0,0,0,1,8069.306394451527,9.399999999999977,1121.3999999999999,0.105
2424,M17283,M,298.9,308.2,2022,20.0,23,0,0,0,0,0,0,2,4234.866897039041,9.300000000000011,460.0,0.10454545454545454
2425,L49604,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0,1,4555.979554137966,9.300000000000011,618.8000000000001,0.13
2426,L49605,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0,1,8246.890155183446,9.300000000000011,1498.0,0.14
2427,M17286,M,298.9,308.2,1372,63.6,30,1,0,0,1,0,0,2,9137.762055937415,9.300000000000011,1908.0,0.13636363636363635
2428,L49607,L,298.9,308.3,1855,23.8,33,0,0,0,0,0,0,1,4623.272468777859,9.400000000000034,785.4,0.165
2429,M17288,M,299.0,308.3,1377,47.2,35,0,0,0,0,0,0,2,6806.197652149215,9.300000000000011,1652.0,0.1590909090909091
2430,L49609,L,298.9,308.3,1432,48.9,38,0,0,0,0,0,0,1,7332.979908303152,9.400000000000034,1858.2,0.19
2431,M17290,M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,2,6682.481733450849,9.300000000000011,1912.0,0.18181818181818182
2432,M17291,M,298.9,308.2,1411,51.3,43,0,0,0,0,0,0,2,7580.066170507988,9.300000000000011,2205.9,0.19545454545454546
2433,L49612,L,298.9,308.2,1510,43.5,46,0,0,0,0,0,0,1,6878.5171150348515,9.300000000000011,2001.0,0.23
2434,L49613,L,299.0,308.3,1441,44.0,48,0,0,0,0,0,0,1,6639.651353606908,9.300000000000011,2112.0,0.24
2435,M17294,M,299.0,308.2,1358,42.7,50,0,0,0,0,0,0,2,6072.342552221663,9.199999999999989,2135.0,0.22727272727272727
2436,L49615,L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0,1,5367.348216805089,9.300000000000011,1611.1999999999998,0.265
2437,H31850,H,299.0,308.2,1662,30.4,55,0,0,0,0,0,0,0,5290.944683469786,9.199999999999989,1672.0,0.22916666666666666
2438,L49617,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0,1,5988.147869105456,9.199999999999989,2406.0,0.3
2439,M17298,M,299.1,308.4,1330,53.6,62,0,0,0,0,0,0,2,7465.2619029703055,9.299999999999955,3323.2000000000003,0.2818181818181818
2440,L49619,L,299.1,308.4,1693,31.6,65,0,0,0,0,0,0,1,5602.381235195655,9.299999999999955,2054.0,0.325
2441,L49620,L,299.1,308.4,1426,47.9,67,0,0,0,0,0,0,1,7152.9247613504085,9.299999999999955,3209.2999999999997,0.335
2442,L49621,L,299.1,308.5,1676,31.0,69,0,0,0,0,0,0,1,5440.819596997043,9.399999999999977,2139.0,0.345
2443,M17302,M,299.1,308.4,1332,51.7,71,0,0,0,0,0,0,2,7211.463104462299,9.299999999999955,3670.7000000000003,0.32272727272727275
2444,L49623,L,299.1,308.5,1647,35.0,74,0,0,0,0,0,0,1,6036.5702838727875,9.399999999999977,2590.0,0.37
2445,L49624,L,299.2,308.6,1267,68.2,76,1,0,0,1,0,0,1,9048.77120803673,9.400000000000034,5183.2,0.38
